4,1,2,3
2,1,4,5
2,1,4,7
2,1,4,7
13,1,4,5
13,1,4,5
13,1,4,7
2,1,13,10
2,1,13,10
4,1,13,10
4,1,13,14
4,1,13,14
7,4,5,6
1,4,7,8
1,4,7,8
1,4,7,15
5,4,7,8
5,4,7,15
5,4,7,15
15,7,8,9
4,7,15,14
4,7,15,14
4,7,15,16
4,7,15,16
8,7,15,16
13,10,11,12
11,10,13,1
11,10,13,14
11,10,13,14
1,13,14,15
13,14,15,7
14,15,16,17
14,15,16,17
